number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feature_level,state
65,-0.13864077276482,2025-12-04 20:07:35.567189,2025-12-04 20:07:49.796474,0 days 00:00:14.229285,0.5420660138930881,0.04959155869234469,3,9,510,0.016296606601548858,2.4155039766209274,0.7881667073497605,extensive,COMPLETE
66,-0.0006912025620559407,2025-12-04 20:07:49.797477,2025-12-04 20:07:56.321142,0 days 00:00:06.523665,0.6566764046727476,0.0035177413773230283,6,8,310,1.3381363664005659,1.94490588921079,0.753032408630611,medium,COMPLETE
67,-0.0009578322422008808,2025-12-04 20:07:56.322142,2025-12-04 20:08:06.161873,0 days 00:00:09.839731,0.5690795338561866,0.0048797529747634455,3,12,539,1.932637632257804,1.2372188929928147,0.8740218136171416,advanced,COMPLETE
68,-0.0003896625784038932,2025-12-04 20:08:06.162873,2025-12-04 20:08:28.294093,0 days 00:00:22.131220,0.4520964035834634,0.0023154373838490533,3,15,884,0.6883843555677671,5.906156974051029,0.8133514209647738,extensive,COMPLETE
69,-0.0009801872864083256,2025-12-04 20:08:28.295093,2025-12-04 20:08:42.431280,0 days 00:00:14.136187,0.5318566700518084,0.0027847931712139708,3,17,910,0.6211749016305885,4.046177311600503,0.8438376890083532,medium,COMPLETE
70,-0.0009470627425554786,2025-12-04 20:08:42.432782,2025-12-04 20:08:54.974135,0 days 00:00:12.541353,0.5106817318081064,0.0021503389313632026,3,15,755,3.946825437812098,5.234502458013663,0.8137397972910555,advanced,COMPLETE
71,-7.716522414498901e-05,2025-12-04 20:08:54.975136,2025-12-04 20:09:07.215755,0 days 00:00:12.240619,0.43889212195181404,0.00428698380401605,3,18,392,0.8715460989435155,5.8373460497306695,0.769634118586863,extensive,COMPLETE
72,-0.0001296088996767253,2025-12-04 20:09:07.217755,2025-12-04 20:09:14.015522,0 days 00:00:06.797767,0.427414438387352,0.004225360409693952,3,19,399,0.870666760326266,6.360237457472392,0.7653949171814738,medium,COMPLETE
73,-2.0903592307885965e-05,2025-12-04 20:09:14.016520,2025-12-04 20:09:25.133033,0 days 00:00:11.116513,0.42916244960573885,0.003922640717913112,3,20,402,0.8523403984313007,3.2967727778708595,0.7677533266182159,advanced,COMPLETE
74,-0.0002035814359612198,2025-12-04 20:09:25.134541,2025-12-04 20:09:38.717059,0 days 00:00:13.582518,0.4286543897926231,0.00425859748755199,4,19,391,0.8861367396561685,6.583733556080586,0.7634787378408691,extensive,COMPLETE
75,-0.0009832744863149667,2025-12-04 20:09:38.719059,2025-12-04 20:09:47.778664,0 days 00:00:09.059605,0.4365665075778465,0.004157408174707209,4,20,397,0.36107263906756726,7.241287884523956,0.7824912186902415,medium,COMPLETE
