number,value,datetime_start,datetime_complete,duration,params_lasso_alpha,user_attrs_feat_level,user_attrs_label,user_attrs_model_type,user_attrs_pca_mode,user_attrs_use_PCA,state
115,-0.0016559721242364045,2025-12-08 13:24:18.878697,2025-12-08 13:24:20.378428,0 days 00:00:01.499731,0.00932999891299307,extensive,final,lasso,pca_hybrid,True,COMPLETE
116,-0.0016559721242364045,2025-12-08 13:24:20.378428,2025-12-08 13:24:21.811792,0 days 00:00:01.433364,0.3392409588065357,extensive,final,lasso,pca_hybrid,True,COMPLETE
117,-0.0016559721242364045,2025-12-08 13:24:21.812141,2025-12-08 13:24:23.205869,0 days 00:00:01.393728,2.318941719212281,extensive,final,lasso,pca_hybrid,True,COMPLETE
118,-0.0016559721242364045,2025-12-08 13:24:23.205869,2025-12-08 13:24:24.614456,0 days 00:00:01.408587,1.4420531016380593,extensive,final,lasso,pca_hybrid,True,COMPLETE
119,-0.0016559721242364045,2025-12-08 13:24:24.614456,2025-12-08 13:24:25.978793,0 days 00:00:01.364337,4.461861360383933,extensive,final,lasso,pca_hybrid,True,COMPLETE
120,-0.0016559721242364045,2025-12-08 13:24:25.979428,2025-12-08 13:24:27.394458,0 days 00:00:01.415030,0.002611274265350336,extensive,final,lasso,pca_hybrid,True,COMPLETE
121,-0.0016559721242364045,2025-12-08 13:24:27.394458,2025-12-08 13:24:28.845856,0 days 00:00:01.451398,0.034062746398191686,extensive,final,lasso,pca_hybrid,True,COMPLETE
122,-0.0016559721242364045,2025-12-08 13:24:28.845856,2025-12-08 13:24:30.312387,0 days 00:00:01.466531,0.006825416631167433,extensive,final,lasso,pca_hybrid,True,COMPLETE
123,-0.0016559721242364045,2025-12-08 13:24:30.312753,2025-12-08 13:24:31.715796,0 days 00:00:01.403043,0.02037025327325113,extensive,final,lasso,pca_hybrid,True,COMPLETE
124,-0.0016559721242364045,2025-12-08 13:24:31.715796,2025-12-08 13:24:33.095864,0 days 00:00:01.380068,5.278098170216936,extensive,final,lasso,pca_hybrid,True,COMPLETE
125,-0.0016559721242364045,2025-12-08 13:24:33.095864,2025-12-08 13:24:34.565044,0 days 00:00:01.469180,0.02504321807111988,extensive,final,lasso,pca_hybrid,True,COMPLETE
126,-0.0016559721242364045,2025-12-08 13:24:34.565044,2025-12-08 13:24:36.012757,0 days 00:00:01.447713,0.014754642695710644,extensive,final,lasso,pca_hybrid,True,COMPLETE
127,-0.0016559721242364045,2025-12-08 13:24:36.013518,2025-12-08 13:24:37.462503,0 days 00:00:01.448985,1.082382530013221,extensive,final,lasso,pca_hybrid,True,COMPLETE
128,-0.0016559721242364045,2025-12-08 13:24:37.463079,2025-12-08 13:24:38.863019,0 days 00:00:01.399940,0.0036286814323352517,extensive,final,lasso,pca_hybrid,True,COMPLETE
129,-0.0016559721242364045,2025-12-08 13:24:38.863019,2025-12-08 13:24:40.329549,0 days 00:00:01.466530,0.04432461136372908,extensive,final,lasso,pca_hybrid,True,COMPLETE
130,-0.0016559721242364045,2025-12-08 13:24:40.330016,2025-12-08 13:24:41.763606,0 days 00:00:01.433590,0.6042821718796788,extensive,final,lasso,pca_hybrid,True,COMPLETE
131,-0.0016559721242364045,2025-12-08 13:24:41.763606,2025-12-08 13:24:43.180798,0 days 00:00:01.417192,0.012132433271674906,extensive,final,lasso,pca_hybrid,True,COMPLETE
132,-0.0016559721242364045,2025-12-08 13:24:43.181801,2025-12-08 13:24:44.664707,0 days 00:00:01.482906,0.00493158387633426,extensive,final,lasso,pca_hybrid,True,COMPLETE
133,-0.0016559721242364045,2025-12-08 13:24:44.664707,2025-12-08 13:24:46.097226,0 days 00:00:01.432519,0.00833581814223408,extensive,final,lasso,pca_hybrid,True,COMPLETE
134,-0.0016559721242364045,2025-12-08 13:24:46.097226,2025-12-08 13:24:47.531500,0 days 00:00:01.434274,0.06546957425719759,extensive,final,lasso,pca_hybrid,True,COMPLETE
135,-0.0016559721242364045,2025-12-08 13:24:47.531500,2025-12-08 13:24:48.949741,0 days 00:00:01.418241,0.011116271662270576,extensive,final,lasso,pca_hybrid,True,COMPLETE
136,-0.0016559721242364045,2025-12-08 13:24:48.949741,2025-12-08 13:24:50.364020,0 days 00:00:01.414279,1.9136248267080145,extensive,final,lasso,pca_hybrid,True,COMPLETE
137,-0.0016559721242364045,2025-12-08 13:24:50.364020,2025-12-08 13:24:51.813709,0 days 00:00:01.449689,0.006450700922138073,extensive,final,lasso,pca_hybrid,True,COMPLETE
138,-0.0016559721242364045,2025-12-08 13:24:51.814138,2025-12-08 13:24:53.247280,0 days 00:00:01.433142,0.003033481487128853,extensive,final,lasso,pca_hybrid,True,COMPLETE
139,-0.0016559721242364045,2025-12-08 13:24:53.247280,2025-12-08 13:24:54.631453,0 days 00:00:01.384173,2.8341367257319625,extensive,final,lasso,pca_hybrid,True,COMPLETE
140,-0.0016559721242364045,2025-12-08 13:24:54.632456,2025-12-08 13:24:56.014335,0 days 00:00:01.381879,0.022289050888682296,extensive,final,lasso,pca_hybrid,True,COMPLETE
141,-0.0016559721242364045,2025-12-08 13:24:56.014335,2025-12-08 13:24:57.414218,0 days 00:00:01.399883,0.28793544128325055,extensive,final,lasso,pca_hybrid,True,COMPLETE
142,-0.0016559721242364045,2025-12-08 13:24:57.414218,2025-12-08 13:24:58.947463,0 days 00:00:01.533245,0.17988786333709467,extensive,final,lasso,pca_hybrid,True,COMPLETE
