number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
173,-441600454.5746885,2025-12-07 16:01:49.371393,2025-12-07 16:01:51.838159,0 days 00:00:02.466766,advanced,COMPLETE
174,-441600454.5746885,2025-12-07 16:01:51.838159,2025-12-07 16:01:54.322329,0 days 00:00:02.484170,advanced,COMPLETE
175,-441600454.5746885,2025-12-07 16:01:54.322329,2025-12-07 16:01:56.643947,0 days 00:00:02.321618,advanced,COMPLETE
176,-441600454.5746885,2025-12-07 16:01:56.643947,2025-12-07 16:01:59.346585,0 days 00:00:02.702638,advanced,COMPLETE
177,-441600454.5746885,2025-12-07 16:01:59.346585,2025-12-07 16:02:01.868098,0 days 00:00:02.521513,advanced,COMPLETE
178,-441600454.5746885,2025-12-07 16:02:01.868098,2025-12-07 16:02:04.367027,0 days 00:00:02.498929,advanced,COMPLETE
179,-441600454.5746885,2025-12-07 16:02:04.367027,2025-12-07 16:02:06.984088,0 days 00:00:02.617061,advanced,COMPLETE
180,-441600454.5746885,2025-12-07 16:02:06.984088,2025-12-07 16:02:09.521385,0 days 00:00:02.537297,advanced,COMPLETE
181,-441600454.5746885,2025-12-07 16:02:09.521385,2025-12-07 16:02:12.066538,0 days 00:00:02.545153,advanced,COMPLETE
182,-441600454.5746885,2025-12-07 16:02:12.066538,2025-12-07 16:02:14.647577,0 days 00:00:02.581039,advanced,COMPLETE
183,-441600454.5746885,2025-12-07 16:02:14.647577,2025-12-07 16:02:17.203621,0 days 00:00:02.556044,advanced,COMPLETE
184,-441600454.5746885,2025-12-07 16:02:17.203621,2025-12-07 16:02:19.704370,0 days 00:00:02.500749,advanced,COMPLETE
185,-441600454.5746885,2025-12-07 16:02:19.704370,2025-12-07 16:02:22.266764,0 days 00:00:02.562394,advanced,COMPLETE
186,-441600454.5746885,2025-12-07 16:02:22.266764,2025-12-07 16:02:24.832114,0 days 00:00:02.565350,advanced,COMPLETE
187,-441600454.5746885,2025-12-07 16:02:24.833521,2025-12-07 16:02:27.369296,0 days 00:00:02.535775,advanced,COMPLETE
188,-441600454.5746885,2025-12-07 16:02:27.369296,2025-12-07 16:02:30.087922,0 days 00:00:02.718626,advanced,COMPLETE
189,-441600454.5746885,2025-12-07 16:02:30.087922,2025-12-07 16:02:32.805143,0 days 00:00:02.717221,advanced,COMPLETE
190,-441600454.5746885,2025-12-07 16:02:32.805143,2025-12-07 16:02:35.377173,0 days 00:00:02.572030,advanced,COMPLETE
191,-441600454.5746885,2025-12-07 16:02:35.377173,2025-12-07 16:02:37.929540,0 days 00:00:02.552367,advanced,COMPLETE
192,-441600454.5746885,2025-12-07 16:02:37.929540,2025-12-07 16:02:40.420038,0 days 00:00:02.490498,advanced,COMPLETE
