number,value,datetime_start,datetime_complete,duration,params_ridge_alpha,user_attrs_feature_level,state
243,-16485.776965110144,2025-12-07 16:46:50.802622,2025-12-07 16:46:52.298171,0 days 00:00:01.495549,735.6025154863275,advanced,COMPLETE
244,-22529.91644398568,2025-12-07 16:46:52.300176,2025-12-07 16:46:53.751331,0 days 00:00:01.451155,540.3322144986039,advanced,COMPLETE
245,-16555.97228430337,2025-12-07 16:46:53.751331,2025-12-07 16:46:55.253100,0 days 00:00:01.501769,732.6478840738224,advanced,COMPLETE
246,-11950.220871435928,2025-12-07 16:46:55.255107,2025-12-07 16:46:56.740806,0 days 00:00:01.485699,986.1544217180792,advanced,COMPLETE
247,-16792.836170157458,2025-12-07 16:46:56.740806,2025-12-07 16:46:58.238357,0 days 00:00:01.497551,722.8322582206729,advanced,COMPLETE
248,-11904.97914585037,2025-12-07 16:46:58.239357,2025-12-07 16:46:59.820231,0 days 00:00:01.580874,989.446042080507,advanced,COMPLETE
249,-11768.565092141142,2025-12-07 16:46:59.822193,2025-12-07 16:47:01.284343,0 days 00:00:01.462150,999.4992524147805,advanced,COMPLETE
250,-29986.777620224802,2025-12-07 16:47:01.286144,2025-12-07 16:47:02.622846,0 days 00:00:01.336702,397.3795796855871,advanced,COMPLETE
251,-21687.398417556684,2025-12-07 16:47:02.623917,2025-12-07 16:47:04.130189,0 days 00:00:01.506272,561.8758688242522,advanced,COMPLETE
252,-11775.819878722707,2025-12-07 16:47:04.132206,2025-12-07 16:47:05.574733,0 days 00:00:01.442527,998.9596885237036,advanced,COMPLETE
253,-21476.808532294377,2025-12-07 16:47:05.575738,2025-12-07 16:47:07.068638,0 days 00:00:01.492900,567.4896520537374,advanced,COMPLETE
254,-16294.450151790841,2025-12-07 16:47:07.069638,2025-12-07 16:47:08.574760,0 days 00:00:01.505122,743.764787303653,advanced,COMPLETE
255,-11814.157504399505,2025-12-07 16:47:08.575264,2025-12-07 16:47:10.105483,0 days 00:00:01.530219,996.1176127279371,advanced,COMPLETE
256,-27226.39987926392,2025-12-07 16:47:10.106482,2025-12-07 16:47:11.556200,0 days 00:00:01.449718,442.0797200995578,advanced,COMPLETE
257,-17213.10454121826,2025-12-07 16:47:11.557006,2025-12-07 16:47:13.043939,0 days 00:00:01.486933,705.9806930277616,advanced,COMPLETE
258,-11829.420303035964,2025-12-07 16:47:13.044975,2025-12-07 16:47:14.636281,0 days 00:00:01.591306,994.9904376755311,advanced,COMPLETE
259,-22146.571239907575,2025-12-07 16:47:14.636281,2025-12-07 16:47:16.075363,0 days 00:00:01.439082,549.9576628353636,advanced,COMPLETE
260,-16268.422582018633,2025-12-07 16:47:16.075363,2025-12-07 16:47:17.457870,0 days 00:00:01.382507,744.8876775663115,advanced,COMPLETE
261,-34080.578449835186,2025-12-07 16:47:17.461136,2025-12-07 16:47:18.955895,0 days 00:00:01.494759,343.5159859514194,advanced,COMPLETE
262,-11872.74463006494,2025-12-07 16:47:18.956451,2025-12-07 16:47:20.528052,0 days 00:00:01.571601,991.804127649995,advanced,COMPLETE
263,-11883.562188330956,2025-12-07 16:47:20.528052,2025-12-07 16:47:21.995947,0 days 00:00:01.467895,991.0115839836825,advanced,COMPLETE
264,-232679.69839181603,2025-12-07 16:47:21.996952,2025-12-07 16:47:23.496125,0 days 00:00:01.499173,22.258912622141143,advanced,COMPLETE
265,-20865.024782726625,2025-12-07 16:47:23.496125,2025-12-07 16:47:24.965237,0 days 00:00:01.469112,584.3531827072854,advanced,COMPLETE
